id,title,category,collection_tag,frame_shape,price,stock_count,ar_asset_url
CU1Dkuz,Aviator Sunglasses,Sunglasses,T.J. Maxx,Aviator,704.0,100,https://cdn.trychannel3.com/445e79cf-b31a-401a-92dc-7ed577cd8a98?aid=01M11BTR6RNDHH7SH1QV2DWF7Y&mid=ndZg
bTufObm,Aviator Sunglasses,Sunglasses,Marshall's,Aviator,704.0,100,https://cdn.trychannel3.com/7cfe2aab-b4f4-4546-aace-bdc7a32c281d?aid=01M11BTTQ6AGW69JN363BEYD9X&mid=jRDL
9I0DYgi,Aviator Sunglasses,Sunglasses,Marshall's,Aviator,704.0,100,https://cdn.trychannel3.com/5fcb24b1-6ebe-40d4-97f7-2eeec63d03bf?aid=01M11BTTQ6AGW69JN363BEYD9X&mid=jRDL
TRnvVsJ,Round Sunglasses,Sunglasses,Marshall's,Round,704.0,100,https://cdn.trychannel3.com/e6beb76e-4131-47dc-97e2-bc76097ff904?aid=01M11BTXJZMJ73J0P0AAPEMPY7&mid=jRDL
f9E0lKU,Reading Glasses,Eyeglasses,Foster Grant,Other,704.0,100,https://cdn.trychannel3.com/336f5b61-62d3-4d04-9eb8-4941100a98d5?aid=01M11BRKMDZHBXR0QE8DNCQVRN&mid=AYbp
0OpqWvh,Rectangle Sunglasses T0152,Sunglasses,Zenni,Rectangle,748.0,100,https://cdn.trychannel3.com/6eb86007-2d1e-4f19-8a97-356c83006a59?aid=01M11BV8M566P5VH2FK9329FKG&mid=ZYiL
LnBQ3Ck,Tamara Reading Glasses,Vision Care,Vera Bradley,Other,765.6,100,https://cdn.trychannel3.com/b13bcb2f-9a6a-4fbb-8ccb-e69ffee2fec0?aid=01M11BRKMDZHBXR0QE8DNCQVRN&mid=A6mW
vQhcgna,Outlet Gemma Reading Glasses,Eyeglasses,Vera Bradley,Cat Eye,765.6,100,https://cdn.trychannel3.com/8a2850f0-027c-4af2-8159-ba589e90d409?aid=01M11BRKMDZHBXR0QE8DNCQVRN&mid=A6mW
afm7FFk,Tamara Reading Glasses,Vision Care,Vera Bradley,Cat Eye,765.6,100,https://cdn.trychannel3.com/556adec4-a877-411f-b902-d41a2dde5f58?aid=01M11BRKMDZHBXR0QE8DNCQVRN&mid=A6mW
GuQjZTj,Janu Square Sunglasses,Sunglasses,Edikted,Square,774.4,100,https://cdn.trychannel3.com/0e77878e-7831-4315-81ca-a75510e2a7cb?aid=01M11BV20P1TCNEDBEBP1371S8&mid=hu0i
osK1zEI,Oversized Square Sunglasses,Sunglasses,Vera Wang,Square,792.0,100,https://cdn.trychannel3.com/0e6fb1f4-9ded-4103-b55a-448c261b7e4b?aid=01M11BTKZCV6DDXSBTPB833W5S&mid=Z87s
Rs4t0iA,Warren Square Full Rim Eyeglasses,Eyeglasses,EyeBuyDirect,Square,792.0,100,https://cdn.trychannel3.com/c958a6eb-c678-4228-af36-e751f3826a60?aid=01M11BT39NDDG1K2VYKQ94AK5Q&mid=FDzv
kDfXdJB,Dinah Round Matte Glasses,Eyeglasses,EyeBuyDirect,Other,792.0,100,https://cdn.trychannel3.com/6bd9eb28-db77-4b0d-9e8f-710b1cd7ce37?aid=01M11BTAWRHDCSZDATXF080N6Q&mid=FDzv
OyxTcTZ,Wayfarer Sunglasses,Sunglasses,TEN,Wayfarer,843.92,100,https://cdn.trychannel3.com/1ae4e3a2-6e23-4404-997f-3420f0055796?aid=01M11BVN0YM0AY1022DYMQ4AVA&mid=DEoc
23Sxbm1,Square Glasses,Eyeglasses,Zenni,Aviator,875.6,100,https://cdn.trychannel3.com/37420d1e-d826-41ca-bca3-ff728c787332?aid=01M11BTFMDTHE5ART8Q4HAS3N7&mid=ZYiL
xPa4Oti,Ari Square Sunglasses,Sunglasses,Urban Outfitters,Square,879.12,100,https://cdn.trychannel3.com/654ad92b-912b-4ddc-8990-28081ebdf2ac?aid=01M11BV20P1TCNEDBEBP1371S8&mid=QetO
54wYVw3,Round Sunglasses,Sunglasses,Marshall's,Round,879.12,100,https://cdn.trychannel3.com/ff1980ed-d0bc-4b3b-86fe-7b68030a47c4?aid=01M11BTXJZMJ73J0P0AAPEMPY7&mid=jRDL
MpVzIb2,Square Sunglasses,Sunglasses,Ashley Stewart,Square,879.12,100,https://cdn.trychannel3.com/daea6eb6-758b-4c61-8943-d9c572316170?aid=01M11BV20P1TCNEDBEBP1371S8&mid=7u3F
8v2NVJ0,Aviator Sunglasses,Sunglasses,T.J. Maxx,Aviator,879.12,100,https://cdn.trychannel3.com/a47171b7-5653-4135-ade2-6c890f9514a3?aid=01M11BTR6RNDHH7SH1QV2DWF7Y&mid=ndZg
n5yHuLd,Reef Rectangle Sunglasses,Sunglasses,REEF,Rectangle,879.12,100,https://cdn.trychannel3.com/7cff149d-b0f2-4c4f-b83b-da01e6633495?aid=01M11BV8M566P5VH2FK9329FKG&mid=QetO
gbN1fMt,Overlook Glass Sport Sunglasses,Sunglasses,Radians,Other,914.32,100,https://cdn.trychannel3.com/eec6e3c9-171b-4d02-b07a-4975a5d3d6cd?aid=01M11BRYZDM7972JP72S04KP5N&mid=DEoc
ymwjJa3,Reading Glasses,Eyeglasses,Diff Eyewear,Other,921.36,100,https://cdn.trychannel3.com/76ef397a-09fe-44aa-80a3-bf834f50930d?aid=01M11BRN7XSRA9X23ETG75Q3Q5&mid=cvfe
d9qNWAK,Geometric Sunglasses,Sunglasses,Zenni,Aviator,967.12,100,https://cdn.trychannel3.com/1ed5898c-cb52-45fc-a724-e85783fcbebd?aid=01M11BVV4QWMAZWM9957CHTH1J&mid=ZYiL
mhOTlnD,Square Sunglasses,Sunglasses,Edikted,Square,968.0,100,https://cdn.trychannel3.com/d33f044d-380f-4a61-98b3-205076749212?aid=01M11BSYQCHVKQYA2XNYMD9MW3&mid=hu0i
2Anhg5O,Keeley Rectangle Sunglasses,Sunglasses,Edikted,Rectangle,968.0,100,https://cdn.trychannel3.com/86247b64-4d3b-4e2a-bfb7-ff4d164f0a30?aid=01M11BV8M566P5VH2FK9329FKG&mid=hu0i
QxYt7ib,Rosalie Oval Sunglasses,Sunglasses,Edikted,Oval,968.0,100,https://cdn.trychannel3.com/1b12e0d5-5418-4ea5-98c9-5052b85de94d?aid=01M11BSYQCHVKQYA2XNYMD9MW3&mid=hu0i
hYMksXJ,Reading Glasses,Eyeglasses,Foster Grant,Cat Eye,968.0,100,https://cdn.trychannel3.com/3c2ae18e-94c5-4532-ac01-db0fd9276449?aid=01M11BRKMDZHBXR0QE8DNCQVRN&mid=AYbp
kwTDKaA,Cat-Eye Sunglasses,Sunglasses,Zenni,Cat Eye,1012.0,100,https://cdn.trychannel3.com/deeaeefb-f626-41dc-b032-7a8bb454deaa?aid=01M11BVJ1PFMQMD5V55VXX9ADS&mid=ZYiL
T7NfPna,Cat-Eye Sunglasses,Sunglasses,Zenni,Cat Eye,1012.0,100,https://cdn.trychannel3.com/e7b33105-aed4-4a7b-95e4-1d7b9cab1118?aid=01M11BVJ1PFMQMD5V55VXX9ADS&mid=ZYiL
yK0cKNg,Blue Light Glasses,Eyeglasses,Windsor,Square,1047.2,100,https://cdn.trychannel3.com/01e9fb98-7764-480e-aa94-a5799b96d215?aid=01M11BRRBYDXKF9H1BDHPE7JWA&mid=pArS
Wc9CQMx,Tyler Rectangle Sunglasses,Sunglasses,Urban Outfitters,Rectangle,1056.0,100,https://cdn.trychannel3.com/e4e0f5fc-d5fb-409e-b2d4-cc315b9aaf9c?aid=01M11BV6T7W6NWG5K6JS2H0NRR&mid=QetO
Kc1O9sN,Rectangle Sunglasses,Sunglasses,PacSun,Rectangle,1056.0,100,https://cdn.trychannel3.com/7d576f36-8a82-4a8f-82ce-8e4975bc2dcb?aid=01M11BV6T7W6NWG5K6JS2H0NRR&mid=imYE
o6FFCaK,Modern Reading Glasses,Eyeglasses,Loft,Other,1056.0,100,https://cdn.trychannel3.com/65ec1f29-b7f8-440d-94fb-0f16de81393f?aid=01M11BRN7XSRA9X23ETG75Q3Q5&mid=hirf
8gYb26M,Timely Blue Light Glasses Black,Eyeglasses,Princess Polly,Other,1056.0,100,https://cdn.trychannel3.com/aaa580ea-22e3-4b82-9042-9271b8c179e7?aid=01M11BRT3F8230HENY69FX2E82&mid=cAkm
7YCnqGl,Aviator Sunglasses,Sunglasses,Buffalo by David Bitton,Aviator,1126.4,100,https://cdn.trychannel3.com/951834a7-6bfd-4e94-bcf9-8225d260f953?aid=01M11BSD61BRR0ZZNK6QTF02DN&mid=5Moe
Gm8pF8n,Cat-Eye Sunglasses,Sunglasses,Lulus,Cat Eye,1126.4,100,https://cdn.trychannel3.com/b86ef29b-4145-4cb5-a9ea-e562cfc9b020?aid=01M11BVJ1PFMQMD5V55VXX9ADS&mid=i21f
nH541jG,Square Sunglasses,Sunglasses,Buffalo by David Bitton,Square,1126.4,100,https://cdn.trychannel3.com/d704b325-0536-4e18-9e73-3670f43a97b9?aid=01M11BV20P1TCNEDBEBP1371S8&mid=5Moe
DZyLEmk,Classic Aviator Sunglasses,Sunglasses,Buffalo by David Bitton,Aviator,1126.4,100,https://cdn.trychannel3.com/ac9a5f89-4ad3-4231-9215-a0b562e80d1f?aid=01M11BSB0Y5XBPX12GTTXWK0AR&mid=5Moe
vIvV00w,Square Glasses,Eyeglasses,Zenni,Square,1139.6,100,https://cdn.trychannel3.com/897376d3-4a54-4884-8883-82e18e76b571?aid=01M11BTH9AJFHQXNJYCAZJEHK2&mid=ZYiL
0tUN36N,Square Glasses,Eyeglasses,Zenni,Square,1139.6,100,https://cdn.trychannel3.com/58a7318d-c8f1-48ab-b344-273d59629bb4?aid=01M11BTFMDTHE5ART8Q4HAS3N7&mid=ZYiL
KIciocn,Cat Eye Sunglasses,Sunglasses,Hurley,Cat Eye,1143.12,100,https://cdn.trychannel3.com/d60beece-66dd-4f88-ab52-efd0196b59c4?aid=01M11BVGEGJNJM37HW7CH6YRYP&mid=ndZg
3wWfFlO,Oval Sunglasses,Sunglasses,H&M,Oval,1143.12,100,https://cdn.trychannel3.com/c025cafd-34cf-4ff4-a812-baa106090400?aid=01M11BVDG61533RD7HP9ZHZG57&mid=UqdU
nRipF2k,Cat Eye Sunglasses,Sunglasses,RSQ,Cat Eye,1143.12,100,https://cdn.trychannel3.com/46453cb8-c48b-4363-b3d1-56471e2387a8?aid=01M11BVJ1PFMQMD5V55VXX9ADS&mid=2h1y
g4d9FBK,Round Sunglasses,Sunglasses,Edikted,Round,1144.0,100,https://cdn.trychannel3.com/45f63157-ad71-4465-9125-30c109429a65?aid=01M11BTXJZMJ73J0P0AAPEMPY7&mid=hu0i
sJhKF3p,Rectangle Sunglasses,Sunglasses,Edikted,Rectangle,1161.6,100,https://cdn.trychannel3.com/65cf8bc7-462c-44c3-b216-854e9cd71ba6?aid=01M11BV6T7W6NWG5K6JS2H0NRR&mid=hu0i
YgWTHl1,Cat-Eye Sunglasses,Sunglasses,Zenni,Cat Eye,1188.0,100,https://cdn.trychannel3.com/544c692a-168f-4b1f-997b-121a4256299a?aid=01M11BVJ1PFMQMD5V55VXX9ADS&mid=ZYiL
cWkC1xB,Oval Sunglasses,Sunglasses,Zenni,Oval,1188.0,100,https://cdn.trychannel3.com/04ff0030-aa33-423d-9cf4-dd24d4cb1aab?aid=01M11BVDG61533RD7HP9ZHZG57&mid=ZYiL
fJQEkzQ,Rectangle Sunglasses,Sunglasses,PacSun,Rectangle,1231.12,100,https://cdn.trychannel3.com/a318edf4-8f03-4d5c-9354-a5e7c8f900a7?aid=01M11BV8M566P5VH2FK9329FKG&mid=imYE
U3sSo5z,Cat-Eye Sunglasses,Sunglasses,Zenni,Cat Eye,1231.12,100,https://cdn.trychannel3.com/4db5725a-0b35-4b43-b085-e867ca8b2e71?aid=01M11BVJ1PFMQMD5V55VXX9ADS&mid=ZYiL
yrrVZ3P,Geometric Sunglasses,Sunglasses,Zenni,Geometric,1231.12,100,https://cdn.trychannel3.com/1f6408fb-0aee-4dc5-a1dd-43d3f7e13004?aid=01M11BVV4QWMAZWM9957CHTH1J&mid=ZYiL
fAWV2c2,Brown Tortoiseshell Glasses - Blue Light Glasses - Clear Glasses - Lulus,Eyeglasses,LULU'S FASHION LOUNGE,Rectangle,1232.0,100,https://cdn.trychannel3.com/ab991925-5ee7-4455-a6fc-1a7c113c89c2?aid=01M11BRT3F8230HENY69FX2E82&mid=i21f
PKXlTuU,Joney Round Sunglasses,Sunglasses,Edikted,Round,1232.0,100,https://cdn.trychannel3.com/1e63d902-7368-49a6-8d28-3363d54cca93?aid=01M11BTZA1GK1ZGZSDSXHYR3B5&mid=hu0i
Ia20pWE,Square Glasses,Eyeglasses,Zenni,Square,1315.6,100,https://cdn.trychannel3.com/eba44491-c97e-4a86-906f-e390d8d53fcc?aid=01M11BTH9AJFHQXNJYCAZJEHK2&mid=ZYiL
T3iEwzU,Rectangle Glasses,Eyeglasses,Zenni,Aviator,1315.6,100,https://cdn.trychannel3.com/249d41b4-d822-49cd-80c3-95f80af1bce6?aid=01M11BSSZEACWDNDBJABSYNJR1&mid=ZYiL
xF3cWr3,Round Blue Light Glasses,Eyeglasses,Zumiez,Round,1315.6,100,https://cdn.trychannel3.com/c7968ee4-3d41-4912-bd92-856a42e8b51f?aid=01M11BRRBYDXKF9H1BDHPE7JWA&mid=Kddv
KubezyV,Foster Grant Women's Oversized Fashion Sunglasses,Sunglasses,Foster Grant,Square,1317.36,100,https://cdn.trychannel3.com/0fe1b5ce-b28f-4735-bf18-d6812f1b38f7?aid=01M11BTKZCV6DDXSBTPB833W5S&mid=BsaX
GgaokBG,Aviator Sunglasses,Sunglasses,True Nation,Aviator,1318.24,100,https://cdn.trychannel3.com/fc3a1ec8-1005-4df8-b95b-0f837aefabd4?aid=01M11BTR6RNDHH7SH1QV2DWF7Y&mid=jVIN
a0dKtfl,Cat Eye Sunglasses,Sunglasses,H&M,Cat Eye,1319.12,100,https://cdn.trychannel3.com/ece90aa4-3552-48a3-83e6-97c7f91d0327?aid=01M11BVJ1PFMQMD5V55VXX9ADS&mid=UqdU
1jW6p8K,Oversized Square Sunglasses,Sunglasses,Maurices,Square,1319.12,100,https://cdn.trychannel3.com/abaa04e8-7b2b-4610-9212-c1d8060beb23?aid=01M11BVZFQ8CDJ55YMJQPG8PQN&mid=mAHj
X7Tdwmj,Green Plastic Round Sunglasses,Sunglasses,Maurices,Round,1319.12,100,https://cdn.trychannel3.com/c940e0fa-a05a-4516-8187-b3494a7ccff5?aid=01M11BTZA1GK1ZGZSDSXHYR3B5&mid=mAHj
AdsVNgx,Narrow Rectangle Sunglasses,Sunglasses,Maurices,Rectangle,1319.12,100,https://cdn.trychannel3.com/38b079da-3636-40aa-b5de-9fe00044f415?aid=01M11BV8M566P5VH2FK9329FKG&mid=mAHj
npEFezE,Oversized Square Sunglasses,Sunglasses,Maurices,Square,1319.12,100,https://cdn.trychannel3.com/f097cc80-a2a3-4a37-a67a-f5c789237d4c?aid=01M11BTNCGRD82TPBV5JXEJV7E&mid=mAHj
Arlfc6J,Clearly Wild Blue Light Glasses,Eyeglasses,Blenders Eyewear,Other,1319.12,100,https://cdn.trychannel3.com/a2f29f26-3a88-4b4e-8d95-367a309316e6?aid=01M11BRRBYDXKF9H1BDHPE7JWA&mid=Kddv
S0hlwYc,Cat-eye sunglasses,Sunglasses,H&M,Cat Eye,1319.12,100,https://cdn.trychannel3.com/9799f16e-bf1e-4aed-aeea-6ea913d61127?aid=01M11BVGEGJNJM37HW7CH6YRYP&mid=UqdU
Dbor7mL,Square Sunglasses,Sunglasses,H&M,Square,1319.12,100,https://cdn.trychannel3.com/45d9c724-cb32-437d-95b3-8b36d8b0a7a5?aid=01M11BV3TN1ARSW7EQ1YQYA71F&mid=UqdU
tOoMfmn,Aviator Sunglasses,Sunglasses,Zenni,Aviator,1319.12,100,https://cdn.trychannel3.com/b1349a99-4b62-41bb-97c7-e0f0de4b2b61?aid=01M11BTTQ6AGW69JN363BEYD9X&mid=ZYiL
wp8SDgy,Square sunglasses,Sunglasses,H&M,Square,1319.12,100,https://cdn.trychannel3.com/567df86a-0dde-400a-a3cb-6f15bc6d4bb2?aid=01M11BV20P1TCNEDBEBP1371S8&mid=UqdU
3IcaTwK,Pickleball Sunglasses,Sunglasses,Franklin Sports,Other,1319.12,100,https://cdn.trychannel3.com/75db04f6-b6ca-4162-862a-e3975a89c5eb?aid=01M11BRX3HPQR248BM1AHJ3TTA&mid=DNRf
st7R1Ac,Oval Sunglasses,Sunglasses,Maurices,Oval,1319.12,100,https://cdn.trychannel3.com/6491fbb3-051c-4cc6-a353-95e6b27e3d13?aid=01M11BVDG61533RD7HP9ZHZG57&mid=mAHj
vPEKMM0,Oval Sunglasses,Sunglasses,H&M,Oval,1319.12,100,https://cdn.trychannel3.com/6540cbe6-3657-4e99-b85c-51b8a909ae99?aid=01M11BVBR2VJCQSEBC87MM22NK&mid=UqdU
Wd9d4P8,Sunglasses,Sunglasses,H&M,Other,1319.12,100,https://cdn.trychannel3.com/fa17aa23-f64d-43bd-b998-912bac529c66?aid=01M11BR4KFKJCEKWZW9T913FM4&mid=UqdU
Uc8ctrc,Soft Pink Marble Oversized Sunglasses,Sunglasses,Maurices,Oversized,1319.12,100,https://cdn.trychannel3.com/abbc45cb-59a8-4e2b-86ad-ed8cbade8846?aid=01M11BVXWZDW17N8GEAJD132T1&mid=mAHj
BclrS4q,Square Floral Frame Glasses,Eyeglasses,ZEELOOL,Square,1320.0,100,https://cdn.trychannel3.com/ec6fe9ce-7449-4f78-a303-425bc356ca0c?aid=01M11BREY5PBZPK1DTKFRPF4VH&mid=aeSD
Awfcy2B,Yana Rectangle Blue Light Glasses,Eyeglasses,Urban Outfitters,Other,1320.0,100,https://cdn.trychannel3.com/a78f7139-06fe-4ab0-bebc-03dc4eef50d2?aid=01M11BRRBYDXKF9H1BDHPE7JWA&mid=QetO
I6MBF9I,Olivia Oval Sunglasses,Sunglasses,Urban Outfitters,Oval,1320.0,100,https://cdn.trychannel3.com/16955b9c-106b-4b99-a726-19a38d78f0a9?aid=01M11BVBR2VJCQSEBC87MM22NK&mid=QetO
IBGOjIG,Oval Sunglasses,Sunglasses,H&M,Oval,1320.0,100,https://cdn.trychannel3.com/492f32dc-a529-4aa2-9d0d-3427a62661a9?aid=01M11BVDG61533RD7HP9ZHZG57&mid=UqdU
J4li8aa,Uo Essential Oval Sunglasses,Sunglasses,Urban Outfitters,Oval,1320.0,100,https://cdn.trychannel3.com/95f87bae-fd15-4208-88fc-08c07c538509?aid=01M11BVBR2VJCQSEBC87MM22NK&mid=QetO
DiCBP7T,Travis Shield Blue Light Glasses,Eyeglasses,UO,Wayfarer,1320.0,100,https://cdn.trychannel3.com/0768a4af-c9b1-4427-b06d-beed9b294fe3?aid=01M11BRRBYDXKF9H1BDHPE7JWA&mid=QetO
eatCLBd,Hunter square black glasses,Eyeglasses,ZEELOOL,Square,1320.0,100,https://cdn.trychannel3.com/bf4321d0-5699-4681-a0d2-cbdaa07741aa?aid=01M11BSM1G66BHXZPN2FP1F2NG&mid=aeSD
HqG4e0Q,Uo Essential Rectangle Sunglasses,Sunglasses,Urban Outfitters,Rectangle,1320.0,100,https://cdn.trychannel3.com/4443b328-c27c-427d-bc24-a92faea8cd24?aid=01M11BV6T7W6NWG5K6JS2H0NRR&mid=QetO
92xpaB6,Aviator Sunglasses,Sunglasses,H&M,Aviator,1320.0,100,https://cdn.trychannel3.com/b42b3771-e0b0-4178-aa2c-4463a069d387?aid=01M11BTR6RNDHH7SH1QV2DWF7Y&mid=UqdU
Nvl6x7T,Square Glasses,Eyeglasses,Zenni,Square,1403.6,100,https://cdn.trychannel3.com/9c2273fc-2860-4d73-830a-bee1633d0c5e?aid=01M11BTH9AJFHQXNJYCAZJEHK2&mid=ZYiL
4TiQ1Kv,Rectangle Glasses,Eyeglasses,Zenni,Cat Eye,1403.6,100,https://cdn.trychannel3.com/e1a67a0b-60b8-4f68-8135-aa3a732ead9b?aid=01M11BSSZEACWDNDBJABSYNJR1&mid=ZYiL
l80PHn4,Aviator Sunglasses,Sunglasses,American Eagle Outfitters,Aviator,1403.6,100,https://cdn.trychannel3.com/cf5ae8dc-f1f3-4213-9912-2bdc6d0827d0?aid=01M11BTR6RNDHH7SH1QV2DWF7Y&mid=htD4
QSF0wrt,Aviator Sunglasses,Sunglasses,Zenni,Aviator,1403.6,100,https://cdn.trychannel3.com/ef9e76d0-eccd-4975-abc6-e2c92023103e?aid=01M11BTTQ6AGW69JN363BEYD9X&mid=ZYiL
gd7Qm9t,Rectangle Glasses,Eyeglasses,Zenni,Aviator,1403.6,100,https://cdn.trychannel3.com/c4372bb4-8649-4bf0-bf9f-548b86517170?aid=01M11BSSZEACWDNDBJABSYNJR1&mid=ZYiL
G1UJgpt,Rectangle Sunglasses,Sunglasses,American Eagle Outfitters,Rectangle,1403.6,100,https://cdn.trychannel3.com/8e271690-c658-4ddb-a34f-25071620d6c8?aid=01M11BV8M566P5VH2FK9329FKG&mid=htD4
7L7YZM6,Narrow Blue Light Glasses,Eyeglasses,American Eagle Outfitters,Other,1403.6,100,https://cdn.trychannel3.com/5709a95b-206d-4b97-a83f-da17cc981b9e?aid=01M11BRT3F8230HENY69FX2E82&mid=htD4
M1i1wrI,Rectangular Blue Light Glasses,Eyeglasses,American Eagle Outfitters,Rectangle,1403.6,100,https://cdn.trychannel3.com/6c47d5e2-11f9-4ffe-9328-fb9d443dfdab?aid=01M11BRT3F8230HENY69FX2E82&mid=htD4
